,highly_variable
KARS,False
TERF2IP,False
MON1B,False
SYCE1L,False
NUDT7,False
WWOX,False
MAF,False
CMC2,False
CENPN,True
ATMIN,False
GCSH,False
GAN,False
CMIP,True
PLCG2,False
MPHOSPH6,False
HSBP1,False
MLYCD,False
MBTPS1,False
RP11-505K9.1,False
HSDL1,False
TAF1C,False
TLDC1,True
COTL1,True
KLHL36,False
USP10,False
ZDHHC7,False
KIAA0513,False
GSE1,True
GINS2,False
C16orf74,False
EMC8,False
COX4I1,False
IRF8,True
RP11-542M13.3,True
MTHFSD,False
C16orf95,False
RP11-178L8.7,False
FBXO31,False
MAP1LC3B,False
ZCCHC14,False
KLHDC4,True
SLC7A5,False
BANP,False
ZC3H18,False
CYBA,True
MVD,False
SNAI3-AS1,False
SNAI3,False
RNF166,False
CTU2,False
PIEZO1,False
CDT1,False
APRT,False
GALNS,False
TRAPPC2L,False
CBFA2T3,False
ACSF3,False
RP11-46C24.7,False
ANKRD11,False
SPG7,False
RPL13,False
CPNE7,False
CHMP1A,False
SPATA33,False
CDK10,False
SPATA2L,False
VPS9D1,False
ZNF276,False
FANCA,False
TCF25,False
DEF8,False
CENPBD1,False
DBNDD1,False
RPH3AL,False
FAM101B,False
VPS53,False
GEMIN4,False
GLOD4,False
RNMTL1,False
TIMM22,False
ABR,False
YWHAE,False
CRK,False
MYO1C,False
INPP5K,False
PITPNA-AS1,False
PITPNA,False
SLC43A2,False
RILP,False
PRPF8,False
MIR22HG,False
WDR81,False
SERPINF2,True
SERPINF1,True
SMYD4,False
RPA1,False
SMG6,False
SRR,False
TSR1,False
SGSM2,False
MNT,False
METTL16,False
PAFAH1B1,False
CLUH,False
RAP1GAP2,False
SHPK-1,False
CTNS,False
TAX1BP3,False
P2RX5-TAX1BP3,False
EMC6,False
P2RX5,True
ITGAE,False
C17orf85,False
P2RX1,False
ATP2A3,False
ZZEF1,False
CYB5D2,False
ANKFY1,False
UBE2G1,False
SPNS3,False
RP13-580F15.2,False
MYBBP1A,False
PELP1,False
ARRB2,False
MED11,False
CXCL16,False
VMO1,True
PSMB6,False
PLD2,False
MINK1,False
CHRNE,False
SLC25A11,False
RNF167,False
PFN1,True
ENO3,False
SPAG7,False
CAMTA2,False
RP5-1050D4.3,False
KIF1C,False
ZNF232,False
RP11-333E1.1,False
SCIMP,False
RABEP1,False
NUP88,False
RPAIN,False
CTC-524C5.2,False
C1QBP,False
DHX33,False
DERL2,False
MIS12,False
NLRP1,False
KIAA0753,False
TXNDC17,False
MED31,False
C17orf100,False
XAF1,False
AC027763.2,False
RP11-589P10.5,False
RNASEK,False
AC040977.1,False
RNASEK-C17orf49,False
C17orf49,False
SLC16A13,False
SLC16A11,False
CLEC10A,True
ASGR2,False
ASGR1,True
ACADVL,False
DVL2,False
PHF23,False
GABARAP,False
CTDNEP1,False
ELP5,False
CLDN7,False
EIF5A,False
GPS2,False
NEURL4,False
ACAP1,False
KCTD11,False
TNK1,False
TMEM256-PLSCR3,False
TMEM256,False
TMEM102,False
CHRNB1,False
ZBTB4,True
POLR2A,False
TNFSF12,False
SENP3,False
EIF4A1,False
CD68,True
AC113189.5,False
MPDU1,False
FXR2,False
SAT2,False
TP53,True
WRAP53,False
KDM6B,False
LSMD1,False
CHD3,False
AC025335.1,False
TRAPPC1,False
CNTROB,False
PER1,False
VAMP2,False
TMEM107,False
C17orf59,False
LINC00324,False
RP11-849F2.8,False
CTC1,False
PFAS,False
SLC25A35,True
RANGRF,False
KRBA2,False
RPL26,False
NDEL1,False
PIK3R5,False
STX8,False
GAS7,False
SCO1,False
ADPRM,False
TMEM220,False
ZNF18,False
MAP2K4,False
ELAC2,False
COX10,False
HS3ST3B1,False
RP11-214O1.3,False
TVP23C,False
TRIM16,False
ZNF286A,False
ZSWIM7,False
TTC19,False
NCOR1,False
PIGL,False
CENPV,False
UBB,False
RP11-138I1.4,False
TRPV2,False
FAM211A,False
ZNF287,False
ZNF624,True
TNFRSF13B,False
MPRIP,False
PLD6,False
FLCN,False
COPS3,False
MED9,False
RASD1,True
PEMT,False
RAI1,False
SREBF1,False
TOM1L2,False
ATPAF2,False
GID4,False
DRG2,False
ALKBH5,False
LLGL1,False
FLII,False
MIEF2,True
TOP3A,False
SHMT1,False
LGALS9C,True
TRIM16L,False
TVP23B,False
PRPSAP2,False
SLC5A10,False
GRAP,False
SNORD3B-1,True
SNORD3B-2,True
SNORD3D,True
MAPK7,False
ALDH3A2,False
ULK2,False
AKAP10,True
SPECC1,False
LGALS9B,False
USP22,False
DHRS7B,False
TMEM11,False
MAP2K3,False
C17orf51,False
UBBP4,False
WSB1,False
KSR1,False
LGALS9,False
LYRM9,False
TMEM97,True
IFT20,False
TNFAIP1,False
POLDIP2,False
TMEM199,False
SARM1,False
UNC119,False
PIGS,False
ALDOC,False
KIAA0100,False
SDF2,False
SUPT6H,False
PROCA1,False
RAB34,False
RPL23A,False
TLCD1,False
NEK8,False
TRAF4,False
FAM222B,False
ERAL1,False
FLOT2,False
DHRS13,False
PHF12,False
NUFIP2,False
TAOK1,False
ABHD15,False
TP53I13,False
GIT1,False
SSH2,False
NSRP1,False
BLMH,False
CPD,False
GOSR1,False
CRLF3,False
ATAD5,True
RP13-753N3.1,False
TEFM,False
ADAP2,False
RNF135,False
NF1,False
EVI2B,False
EVI2A,False
RAB11FIP4,True
COPRS,False
UTP6,False
SUZ12,False
LRRC37B,False
RHOT1,False
C17orf75,False
ZNF207,False
PSMD11,False
CDK5R1,False
ZNF830,False
LIG3,True
RFFL,False
RAD51D,False
NLE1,False
RP11-799D4.4,False
SLFN5,False
RP11-47L3.1,False
SLFN11,False
SLFN12,False
SLFN13,False
SLFN12L,True
RP11-1094M14.11,False
PEX12,False
AP2B1,False
MMP28,False
TAF15,False
CCL5,True
CCL3,True
CCL4,True
CCL4L1,True
ZNHIT3,False
MYO19,False
PIGW,True
GGNBP2,False
DHRS11,False
MRM1,False
AATF,False
ACACA,False
TADA2A,False
DUSP14,False
SYNRG,False
DDX52,False
RP11-1407O15.2,False
MRPL45,False
CTB-58E17.1,False
MLLT6,False
CISD3,False
PSMB3,False
PIP4K2B,False
CWC25,False
RPL23,False
LASP1,False
LINC00672,False
PLXDC1,False
RPL19,False
RP11-690G19.3,False
FBXL20,False
MED1,False
CDK12,False
STARD3,False
PGAP3,False
ERBB2,True
MIEN1,False
RP11-94L15.2,True
IKZF3,False
GSDMB,False
ORMDL3,False
PSMD3,False
MED24,False
THRA,False
NR1D1,False
MSL1,False
CASC3,False
WIPF2,False
RARA,False
CTD-2267D19.2,False
IGFBP4,True
RP5-1028K7.2,True
CCR7,True
SMARCE1,False
KRT10,False
TMEM99,False
JUP,False
EIF1,False
LEPREL4,True
NT5C3B,False
ACLY,False
CNP,False
DNAJC7,False
NKIRAS2,False
DHX58,False
KAT2A,False
RAB5C,False
GHDC,False
STAT5B,False
STAT5A,False
STAT3,False
ATP6V0A1,False
NAGLU,False
HSD17B1,False
RP11-400F19.6,False
COASY,False
MLX,False
PSMC3IP,False
FAM134C,False
TUBG1,False
TUBG2,False
CCR10,True
CTD-3193K9.4,False
EZH1,False
VPS25,False
COA3,False
BECN1,False
PSME3,False
AARSD1,False
RUNDC1,False
RPL27,False
IFI35,False
VAT1,False
NBR1,False
TMEM106A,False
LINC00910,False
ARL4D,False
DHX8,False
MEOX1,False
DUSP3,False
RP11-527L4.5,False
NAGS,True
TMEM101,False
LSM12,False
G6PC3,False
HDAC5,False
ASB16-AS1,False
TMUB2,False
ATXN7L3,False
UBTF,False
RP5-882C2.2,True
SLC25A39,False
GRN,True
ITGA2B,True
GPATCH8,False
CCDC43,True
EFTUD2,False
DCAKD,False
NMT1,False
ACBD4,False
HEXIM1,False
AC002117.1,False
HEXIM2,False
CTD-2020K17.1,False
FMNL1,False
CTD-2020K17.4,False
ARHGAP27,False
PLEKHM1,False
RP11-798G7.6,False
KANSL1,False
KANSL1-AS1,False
ARL17B,True
ARL17A,False
NSF,False
GOSR2,False
CDC27,False
NPEPPS,False
KPNB1,False
TBKBP1,True
TBX21,True
OSBPL7,False
MRPL10,False
SCRN2,False
SP2,True
PNPO,False
CDK5RAP3,False
COPZ2,True
NFE2L1,False
CBX1,False
SNX11,False
SKAP1,False
HOXB2,False
HOXB-AS1,False
HOXB4,False
CALCOCO2,False
ATP5G1,False
UBE2Z,False
SNF8,False
GNGT2,True
ABI3,True
ZNF652,False
PHB,False
SPOP,False
SLC35B1,False
FAM117A,False
KAT7,False
PDK2,False
PPP1R9B,False
MRPL27,False
LRRC59,False
ACSF2,False
RSAD1,False
SPATA20,False
ABCC3,True
ANKRD40,False
LUC7L3,False
TOB1,False
SPAG9,False
NME1,False
NME1-NME2,False
NME2,False
MBTD1,False
UTP18,False
COX11,False
MMD,True
PCTP,False
NOG,False
C17orf67,False
DGKE,False
TRIM25,False
COIL,False
SCPEP1,False
RP11-166P13.3,False
AKAP1,False
MSI2,True
MRPS23,False
VEZF1,False
RP11-159D12.2,False
SRSF1,False
DYNLL2,False
MKS1,False
BZRAP1,True
BZRAP1-AS1,False
MIR142,True
SUPT4H1,False
MTMR4,True
RAD51C,False
TRIM37,False
SKA2,False
SMG8,False
GDPD1,False
YPEL2,False
DHX40,False
CLTC,False
PTRH2,False
VMP1,False
TUBD1,False
RPS6KB1,False
RNFT1,False
HEATR6,True
USP32,False
APPBP2,False
PPM1D,False
BCAS3,False
NACA2,False
INTS2,False
MED13,False
METTL2A,False
TLK2,False
MARCH10,False
TANC2,True
CYB561,False
DCAF7,False
TACO1,False
MAP3K3,False
LIMD2,False
STRADA,False
CCDC47,False
DDX42,False
FTSJ3,False
PSMC5,False
SMARCD2,False
CD79B,True
C17orf72,False
ICAM2,False
ERN1,False
SNORA76,False
MILR1,False
POLG2,False
DDX5,False
CEP95,False
SMURF2,False
GNA13,False
RGS9,True
PRKCA,False
HELZ,False
RP11-401F2.3,False
PSMD12,False
PITPNC1,False
NOL11,False
BPTF,False
C17orf58,False
KPNA2,False
RP11-147L13.2,False
AMZ2,False
ARSG,False
WIPI1,False
PRKAR1A,False
ABCA5,False
MAP2K6,False
SLC39A11,False
COG1,False
FAM104A,False
C17orf80,False
RPL38,False
TTYH2,False
KIF19,True
CD300A,True
CD300C,False
CTD-2006K23.1,False
CD300E,False
RAB37,False
CD300LF,False
SLC9A3R1,False
NAT9,False
TMEM104,False
FDXR,False
HID1,False
ICT1,False
KCTD2,False
ATP5H,False
SLC16A5,False
ARMC7,False
NT5C,False
HN1,False
SUMO2,False
NUP85,False
GGA3,False
MRPS7,False
MIF4GD,False
SLC25A19,False
GRB2,False
KIAA0195,False
TSEN54,False
LLGL2,True
MYO15B,False
RECQL5,False
SAP30BP,False
GALK1,False
H3F3B,False
UNK,True
UNC13D,False
WBP2,False
TRIM47,False
TRIM65,False
MRPL38,False
FBF1,False
ACOX1,False
TEN1,False
CDK3,False
SRP68,False
EXOC7,False
RNF157,False
UBALD2,False
PRPSAP1,False
UBE2O,False
RHBDF2,False
PRCD,False
ST6GALNAC1,False
RP11-318A15.2,True
JMJD6,False
METTL23,False
SRSF2,False
MFSD11,False
SEC14L1,False
SEPT9,False
RP11-936I5.1,False
TNRC6C,False
TMC6,False
TMC8,False
SYNGR2,False
TK1,True
AC061992.2,False
SOCS3,False
PGS1,False
CTD-2357A8.3,False
CYTH1,False
USP36,False
TIMP2,False
LGALS3BP,False
CANT1,False
ENGASE,False
CBX8,False
CBX4,False
GAA,False
EIF4A3,False
RP11-334C17.5,False
SGSH,False
SLC26A11,False
RNF213,False
ENDOV,False
RPTOR,False
CHMP6,False
BAIAP2,False
AZI1,False
ENTHD2,False
C17orf89,False
SLC38A10,False
ACTG1,False
C17orf70,False
NPLOC4,False
PDE6G,True
OXLD1,False
CCDC137,False
ARL16,False
HGS,False
RP13-1032I1.7,False
MRPL12,False
SLC25A10-1,False
FAM195B,False
P4HB,False
ARHGDIA,False
ALYREF,False
ANAPC11,False
PCYT2,False
SIRT7,False
MAFG,False
ASPSCR1,False
STRA13,False
LRRC45,False
DCXR,False
RFNG,False
GPS1,False
DUS1L,False
FASN,True
CCDC57,False
SLC16A3,False
CSNK1D,False
RP13-516M14.4,False
CD7,True
SECTM1,False
OGFOD3,False
HEXDC,False
C17orf62,False
NARF,False
FOXK2,False
WDR45B,False
RAB40B,False
FN3KRP,False
TBCD,False
B3GNTL1,False
METRNL,False
USP14,False
THOC1,False
RP11-705O1.8,False
TYMS,True
ENOSF1,False
YES1,False
RP11-672L10.6,True
METTL4,False
NDC80,False
SMCHD1,False
EMILIN2,False
LPIN2,True
RP13-270P17.3,False
MYL12A,False
MYL12B,False
TGIF1,False
DLGAP1-AS1,True
LINC00667,False
LINC00526,False
ZBTB14,False
NDUFV2,False
RP11-143J12.2,False
ANKRD12,False
TWSG1,False
RALBP1,False
PPP4R1,False
RAB31,False
VAPA,False
NAPG,False
CHMP1B,False
MPPE1,False
RP11-820I16.4,False
IMPA2,False
AFG3L2,False
PSMG2,False
CEP76,False
RP11-973H7.4,True
RP11-973H7.1,False
PTPN2,False
SEH1L,False
CEP192,False
LDLRAD4,False
FAM210A,False
RNMT,False
ZNF519,False
ROCK1,False
ESCO1,False
SNRPD1,False
ABHD3,False
MIB1,False
RP11-535A5.1,False
RBBP8,False
RIOK3,False
C18orf8,False
NPC1,True
TTC39C,False
RP11-403A21.2,False
OSBPL1A,False
IMPACT,False
SS18,False
PSMA8,True
TAF4B,False
TRAPPC8,False
RP11-326K13.4,False
RNF125,False
RP11-53I6.3,False
RNF138,False
MAPRE2,False
ZNF397,False
ZSCAN30,False
ZNF24,False
INO80C,False
GALNT1,False
C18orf21,False
RPRD1A,False
SLC39A6,False
ELP2,False
TPGS2,False
KIAA1328,False
PIK3C3,False
SETBP1,False
SLC14A1,True
EPG5,True
PSTPIP2,False
ATP5A1,False
HAUS1,False
C18orf25,False
PIAS2,False
HDHD2,False
IER3IP1-1,False
SMAD2,False
SMAD7,True
DYM,False
C18orf32,False
RPL17,False
ACAA2,False
MBD1,False
CXXC1,False
ME2,False
ELAC1,False
SMAD4,False
MEX3C,False
MBD2,False
POLI,False
RAB27B,True
TCF4,True
TXNL1,False
WDR7,False
FECH,False
NARS,False
RP11-35G9.3,False
MALT1,False
RP11-108P20.1,False
SEC11C,False
LMAN1,False
PMAIP1,True
PIGN,False
KIAA1468,False
ZCCHC2,True
BCL2,False
KDSR,False
RP11-635N19.1,False
VPS4B,False
SERPINB8,False
DSEL,False
TMX3,False
CCDC102B,False
CD226,False
RTTN,False
GTSCR1,True
TIMM21,False
CYB5A,False
CNDP2,False
LINC00909,False
ZNF407,True
ZADH2,False
TSHZ1,False
ZNF516,True
ZNF236,False
MBP,False
ATP9B,False
NFATC1,False
CTDP1,False
PQLC1,False
HSBP1L1,False
TXNL4A,False
RBFA,False
ADNP2,False
C20orf96,False
ZCCHC3,False
TRIB3,False
RBCK1,False
TBC1D20,True
CSNK2A1,False
FAM110A,True
PSMF1,False
SNPH,False
SDCBP2-AS1,False
FKBP1A,False
NSFL1C,False
SIRPB1,False
SIRPG,False
STK35,False
SNRPB,False
ZNF343,False
NOP56,False
IDH3B,False
PCED1A,False
VPS16,False
PTPRA,False
MRPS26,False
OXT,False
UBOX5,False
FASTKD5,False
DDRGK1,False
ITPA,False
C20orf194,False
ATRN,False
C20orf27,False
CENPB,False
CDC25B,False
AP5S1,False
MAVS,False
RP11-119B16.2,False
PANK2,False
RNF24,False
PRNP,False
RASSF2,False
SLC23A2,False
TMEM230,False
PCNA,False
CDS2,False
GPCPD1,False
C20orf196,False
TRMT6,False
CRLS1,False
TMX4,False
PLCB1,False
ANKEF1,True
MKKS,False
SLX4IP,False
ISM1,False
TASP1,False
ESF1,False
NDUFAF5,False
KIF16B,False
SNRPB2,False
BFSP1,True
DSTN,False
RRBP1,True
SNX5,False
MGME1,False
PET117,False
CSRP2BP,False
ZNF133,True
POLR3F,False
RBBP9,False
SEC23B,False
LINC00493,False
DTD1,False
RP5-1068E13.7,False
NAA20,False
CRNKL1,False
RALGAPA2,False
XRN2,False
NXT1,False
RP3-322G13.5,False
GZF1,False
NAPB,False
CST3,True
CST7,True
APMAP,True
ACSS1,False
ENTPD6,False
PYGB,False
ABHD12,False
ZNF337-AS1,False
ZNF337,False
RP4-610C12.3,False
FRG1B,False
HM13,False
ID1,True
BCL2L1,True
PDRG1,False
HCK,True
TM9SF4,False
PLAGL2,False
POFUT1,False
KIF3B,False
ASXL1,False
C20orf112,False
COMMD7,False
MAPRE1,False
RP5-1085F17.3,False
CDK5RAP1,False
SNTA1,False
CBFA2T2,False
NECAB3,False
ACTL10,False
PXMP4,False
ZNF341,False
CHMP4B,False
RALY,False
EIF2S2,False
AHCY,False
ITCH,False
DYNLRB1,False
MAP1LC3A,False
PIGU,False
NCOA6,False
GGT7,False
ACSS2,False
GSS,False
TRPC4AP,False
EDEM2,False
PROCR,False
MMP24-AS1,False
EIF6,False
UQCC1,False
CEP250,False
RP3-477O4.14,False
ERGIC3,False
CPNE1,False
RBM12,False
NFS1,False
ROMO1,False
RBM39,False
PHF20,False
SCAND1,False
LINC00657,False
AAR2,False
DLGAP4,False
MYL9,True
TGIF2,False
C20orf24,False
SLA2,False
NDRG3,False
DSN1,False
SAMHD1,False
RBL1,False
RPN2,False
MANBAL,False
BLCAP,False
CTNNBL1,False
TTI1,False
RPRD1B,False
RALGAPB,False
ACTR5,False
PPP1R16B,False
DHX35,False
MAFB,True
TOP1,False
PLCG1,False
CHD6,True
SRSF6,False
IFT52,False
MYBL2,True
TOX2,True
OSER1,False
OSER1-AS1,False
TTPAL,False
SERINC3,False
PKIG,True
ADA,False
RP11-445H22.3,False
YWHAB,False
PABPC1L,False
TOMM34,False
STK4,False
SYS1,False
PIGT,False
DNTTIP1,False
SNX21,False
ACOT8,False
NEURL2,False
CTSA,True
PLTP,False
PCIF1,False
ZNF335,False
NCOA5,False
CD40,True
SLC35C2,False
ELMO2,True
TP53RK,False
ZMYND8,True
NCOA3,False
SULF2,False
PREX1,False
ARFGEF2,False
CSE1L,False
STAU1,False
DDX27,False
ZNFX1,False
ZFAS1,False
B4GALT5,False
SLC9A8,False
SPATA2,False
RNF114,False
SNAI1,True
UBE2V1,False
TMEM189,False
CEBPB,False
RP11-290F20.3,True
PTPN1,False
BCAS4,False
ADNP,False
DPM1,False
MOCS3,False
NFATC2,False
ZFP64,False
TSHZ2,False
ZNF217,False
PFDN4,False
FAM210B,False
CSTF1,False
CASS4,False
RTFDC1,False
RAE1,False
RBM38,False
ZBP1,False
PMEPA1,False
PPP4R1L,False
RAB22A,False
VAPB,False
STX16,False
NPEPL1,False
GNAS,False
NELFCD,False
CTSZ,False
TUBB1,True
ATP5E,False
SLMO2,False
ZNF831,False
SYCP2,False
FAM217B,True
PPP1R3D,False
TAF4,True
LSM14B,False
PSMA7,False
SS18L1,False
MTG2,False
OSBPL2,False
ADRM1,False
RPS21,False
MRGBP,False
OGFR,False
COL9A3,False
DIDO1,False
GID8,False
SLC17A9,False
HAR1B,True
HAR1A,False
YTHDF1,False
ARFGAP1,False
PPDPF,False
HELZ2,False
GMEB2,False
CTD-3184A7.4,False
STMN3,False
ARFRP1,False
SLC2A4RG,False
TPD52L2,False
DNAJC5,True
UCKL1,False
ZNF512B,False
SAMD10,False
PRPF6,False
LINC00176,False
TCEA2,False
RGS19,False
OPRL1,False
C20orf201,False
PCMTD2,False
MIER2,False
MADCAM1,False
TPGS1,False
CDC34,False
GZMM,False
BSG,False
POLRMT,False
RNF126,False
FSTL3,False
PRSS57,True
PTBP1,False
CFD,True
MED16,False
R3HDM4,False
KISS1R,False
ARID3A,False
WDR18,False
TMEM259,False
CNN2,False
ABCA7,False
HMHA1,False
POLR2E,False
GPX4,False
SBNO2,False
STK11,False
ATP5D,False
MIDN,False
CIRBP,False
C19orf24,False
MUM1,False
NDUFS7,False
GAMT,False
DAZAP1,False
RPS15,False
AC027307.3,False
C19orf25,False
REEP6,False
MBD3,False
UQCR11-1,False
TCF3,False
REXO1,False
KLF16,False
CTB-31O20.2,False
ABHD17A,False
SCAMP4,False
ADAT3,False
CSNK1G2,False
BTBD2,False
MKNK2,False
MOB3A,False
IZUMO4,False
AP3D1,False
DOT1L,False
PLEKHJ1,False
SF3A2,False
JSRP1,False
OAZ1,True
LINGO3,True
LSM7,False
TIMM13,False
LMNB2,False
GADD45B,False
GNG7,True
SLC39A3,False
SGTA,False
THOP1,False
ZNF554,False
ZNF555,False
ZNF57,False
ZNF77,False
TLE2,False
AES,False
GNA15,False
S1PR4,False
NCLN,False
NFIC,False
DOHH,True
FZR1,False
MFSD12,False
HMG20B,False
TBXA2R,False
CACTIN,False
PIP5K1C,False
TJP3,False
APBA3,False
MRPL54,False
MATK,True
ZFR2,False
DAPK3,False
EEF2,False
PIAS4,False
ZBTB7A,False
MAP2K2,False
SIRT6,False
CCDC94,False
TMIGD2,False
FSD1,False
STAP2,False
MPND,True
SH3GL1,False
CHAF1A,False
UBXN6,False
HDGFRP2,False
TNFAIP8L1,False
C19orf10,False
DPP9,False
FEM1A,False
TICAM1,False
PLIN3,False
ARRDC5,False
KDM4B,False
SAFB2,False
SAFB,False
RPL36,False
C19orf70,False
HSD11B1L,False
LONP1,False
DUS3L,False
NDUFA11,False
VMAC,False
CAPS,False
RANBP3,False
RFX2,False
CTC-503J8.6,False
CLPP,False
ALKBH7,False
GTF2F1,False
KHSRP,False
SLC25A23,False
CRB3,False
DENND1C,False
CD70,True
TNFSF14,True
GPR108,False
TRIP10,False
SH2D3A,False
VAV1,False
EMR1,False
ZNF557,False
CTB-133G6.1,False
ARHGEF18,False
MCOLN1,False
PNPLA6,False
XAB2,False
PET100,False
PCP2,True
STXBP2,True
RETN,True
TRAPPC5,False
FCER2,True
EVI5L,False
MAP2K7,False
TGFBR3L,True
SNAPC2,False
TIMM44,False
ELAVL1,False
CTD-2325M2.1,False
CERS4,False
CD320,False
NDUFA7-1,False
RPS28,False
KANK3,True
RAB11B-AS1,False
RAB11B,False
MARCH2,True
HNRNPM,False
PRAM1,False
ZNF414,False
MYO1F,False
ADAMTS10,False
ZNF317,False
ZNF699,False
ZNF559,False
ZNF266,False
ZNF426,False
ZNF121,False
ZNF561,False
C19orf82,False
ZNF562,True
ZNF846,False
FBXL12,False
UBL5,False
PIN1,False
OLFM2,False
C19orf66,False
PPAN,False
P2RY11,False
EIF3G,False
DNMT1,False
MRPL4,False
ICAM1,False
ICAM4,False
ZGLP1,False
FDX1L,False
ICAM3,False
TYK2,False
CDC37,False
PDE4A,True
KEAP1,False
S1PR5,True
ATG4D,False
KRI1,False
CDKN2D,False
SLC44A2,False
ILF3-AS1,False
ILF3,False
QTRT1,False
DNM2,False
TMED1,False
C19orf38,False
CARM1,False
YIPF2,False
C19orf52,False
SMARCA4,False
LDLR,False
RAB3D,False
TMEM205,False
CCDC159,False
DKFZP761J1410,True
SWSAP1,False
EPOR,False
PRKCSH,False
ZNF653,False
ECSIT,False
ELOF1,False
ZNF627,False
ACP5,False
ZNF823,True
ZNF441,False
ZNF439,False
ZNF69,False
ZNF700,False
ZNF136,False
ZNF44,False
ZNF563,False
ZNF799,False
ZNF791,False
MAN2B1,False
WDR83,False
WDR83OS,False
DHPS,False
FBXW9,False
TNPO2,True
C19orf43,False
ASNA1,False
HOOK2,False
JUNB,False
PRDX2,False
RNASEH2A,False
DNASE2,False
GCDH,False
FARSA,False
CALR,False
RAD23A,False
GADD45GIP1,False
LYL1,True
TRMT1,False
NACC1,False
STX10,False
IER2,True
CTC-250I14.6,False
CCDC130,False
MRI1,False
C19orf53,False
MIR24-2,False
CC2D1A,False
DCAF15,False
RFX1,False
CTB-55O6.4,False
IL27RA,False
hsa-mir-1199,True
SAMD1,False
PRKACA,False
ASF1B,False
CTB-55O6.12,False
LPHN1,False
CD97,False
DDX39A,False
PKN1,False
GIPC1,False
DNAJB1,False
TECR,False
NDUFB7,False
ZNF333,False
EMR2,False
ILVBL,False
BRD4,False
AKAP8,False
AKAP8L,False
WIZ,True
RASAL3,False
PGLYRP2,False
TPM4,True
RAB8A,False
HSH2D,True
FAM32A,False
AP1M1,False
CTD-2562J15.6,False
KLF2,False
EPS15L1,False
CHERP,False
SLC35E1,False
MED26,False
SMIM7,False
SIN3B,False
HAUS8,False
MYO9B,False
USE1,False
OCEL1,False
NR2F6,False
BABAM1,False
ABHD8,False
MRPL34,False
DDA1,False
GTPBP3,False
BST2,False
CTD-2521M24.9,False
MVB12A,False
SLC27A1,False
PGLS,False
FAM129C,True
COLGALT1,False
MAP1S,False
FCHO1,False
JAK3,False
RPL18A,False
CCDC124,False
ARRDC2,False
IL12RB1,False
MAST3,False
PIK3R2,False
IFI30,True
MPV17L2,False
RAB3A,False
JUND,False
LSM4,False
PGPEP1,False
LRRC25,True
SSBP4,False
ISYNA1,False
ELL,False
FKBP8,False
KXD1,False
UBA52,False
C19orf60,False
KLHL26,False
CRTC1,False
UPF1,False
COPE,False
DDX49,False
SUGP2,False
ARMC6,False
SLC25A42,False
TMEM161A,False
MEF2BNB,False
RFXANK,False
NR2C2AP,False
SUGP1,False
MAU2,False
GATAD2A,False
NDUFA13,False
PBX4,False
LPAR2,False
GMIP,False
ATP13A1,False
ZNF101,False
ZNF14,False
ZNF506,False
ZNF253,False
ZNF93,False
ZNF682,False
ZNF90,False
ZNF486,False
ZNF737,True
ZNF626,False
ZNF85,False
ZNF430,False
ZNF714,False
ZNF431,False
ZNF708,False
ZNF738,False
ZNF493,False
ZNF429,False
ZNF100,False
ZNF43,False
ZNF91,False
ZNF675,False
ZNF681,False
RPSAP58,False
ZNF726,False
CTD-2017D11.1,False
ZNF254,False
LINC00662,False
CTC-459F4.3,False
UQCRFS1,False
CTB-32O4.2,False
POP4,False
PLEKHF1,True
C19orf12,False
CCNE1,False
URI1,False
ZNF507,False
PDCD5,False
ANKRD27,False
CTD-2538C1.2,False
NUDT19,False
CEP89,False
C19orf40,False
GPATCH1,False
CEBPA,False
CEBPG,False
PEPD,False
LSM14A,False
KIAA0355,False
GPI,False
PDCD2L,False
UBA2,False
ZNF302,False
ZNF181,True
ZNF599,False
CTC-523E23.11,False
ZNF30,False
ZNF792,False
GRAMD1A,False
FXYD1,False
FXYD7,False
FXYD5,False
LSR,False
USF2,False
CD22,True
DMKN,False
AD000090.2,False
TMEM147,False
HAUS5,False
RBM42,False
ETV2,False
COX6B1,False
ZBTB32,False
KMT2B,False
IGFLR1,False
U2AF1L4,False
PSENEN,False
LIN37,False
C19orf55,False
NFKBID,False
HCST,False
TYROBP,True
LRFN3,False
SDHAF1,False
ALKBH6,False
THAP8,False
POLR2I,False
TBCB,False
CAPNS1,False
ZNF565,False
ZNF146,False
LINC00665,False
ZFP14,False
ZFP82,False
ZNF566,False
ZNF260,False
ZNF529,False
AC092295.7,False
ZNF382,False
ZNF461,False
AC074138.3,False
ZNF567,False
CTD-2162K18.5,False
ZNF790,False
ZNF345,True
ZNF568,False
ZNF420,False
ZNF585A,False
ZNF585B,False
ZNF383,False
HKR1,False
ZNF527,False
ZNF569,False
ZNF570,False
CTD-3064H18.1,False
ZNF793,False
ZNF540,False
ZNF571,False
ZNF781,False
ZNF573,False
SIPA1L3,False
SPINT2,False
PPP1R14A,True
C19orf33,False
YIF1B,False
KCNK6,False
CATSPERG,False
PSMD8,False
FAM98C,False
RASGRP4,True
MAP4K1,False
EIF3K,False
ACTN4,False
CAPN12,True
ECH1,False
HNRNPL,False
RINL,True
SIRT2,False
NFKBIB,False
SARS2,False
MRPS12,False
PAK4,True
IFNL1,False
LRFN1,False
GMFG,False
SAMD4B,False
PAF1,False
MED29,False
ZFP36,False
PLEKHG2,False
RPS16,False
SUPT5H,False
TIMM50,False
EID2B,False
